year,date,section_id,text,fallacy,subcategory,speaker,complete_date,filename,component_id,component_span,component_text
1988,25Sep,6,"Maryland would not extradite Willie Horton, the man who was furloughed, the murderer, because they didn't want him to be furloughed again.",Appeal to Authority,Popular Opinion,BUSH,25 9 1988,13_1988,T681,41092 41135,they didn't want him to be furloughed again
2000,17Oct,16,"If you want somebody who is willing to fight for you, I am asking for your support and your vote and, yes, your confidence and your willingness to believe that we can do the right thing in America, and be the better for it.",Appeal to Authority,Popular Opinion,GORE,17 10 2000,28_2000,T388,81557 81779,"If you want somebody who is willing to fight for you, I am asking for your support and your vote and, yes, your confidence and your willingness to believe that we can do the right thing in America, and be the better for it"
2004,30Sep,5,Ask the people in the armed forces today.,Appeal to Authority,Popular Opinion,KERRY,30 9 2004,29_2004,T873,62469 62509,Ask the people in the armed forces today
2004,30Sep,5,It's not what the American people thought they were getting when they voted.,Appeal to Authority,Popular Opinion,KERRY,30 9 2004,29_2004,T866,78367 78442,It's not what the American people thought they were getting when they voted
1960,21Oct,2,"But for us to do what Senator Kennedy has suggested would bring results which I know he would not want, and certainly which the American people would not want.",Appeal to Authority,Popular Opinion,NIXON,21 10 1960,4_1960,T169,19958 20112,"for us to do what Senator Kennedy has suggested would bring results which I know he would not want, and certainly which the American people would not want"
1984,07Oct,2,"In mine, I happen to believe in the people and believe that the people are supposed to be dominant in our society -- that they, not government, are to have control of their own affairs to the greatest extent possible, with an orderly society.",Appeal to Authority,Popular Opinion,REAGAN,7 10 1984,10_1984,T129,17059 17092,I happen to believe in the people
2004,30Sep,2,What I think troubles a lot of people in our country is that the president has just sort of described one kind of mistake.,Appeal to Authority,Popular Opinion,KERRY,30 9 2004,29_2004,T412,33184 33300,I think troubles a lot of people in our country is that the president has just sort of described one kind of mistake
1996,06Oct,9,"Everybody who's looked at it, 500 economists, seven Nobel prize winners, say it's bad for the economy.",Appeal to Authority,Popular Opinion,CLINTON,6 10 1996,22_1996,T972,78632 78656,it's bad for the economy
1996,06Oct,9,And you folks out there are going to have to choose who you think is right.,Appeal to Authority,Popular Opinion,CLINTON,6 10 1996,22_1996,T1046,84605 84675,you folks out there are going to have to choose who you think is right
1996,06Oct,8,"The American people can make up their mind about whether that's a liberal record or a record that's good for America. Liberal, conservative, you put whatever label you want on it.",Appeal to Authority,Popular Opinion,CLINTON,6 10 1996,22_1996,T882,71024 71140,The American people can make up their mind about whether that's a liberal record or a record that's good for America
1960,26Sep,8,it was because the people were against them.,Appeal to Authority,Popular Opinion,NIXON,26 9 1960,1_1960,T439,44338 44382,it was because the people were against them.
1980,28Oct,9,"The American people now are facing, next Tuesday, a lonely decision. Those listening to my voice will have to make a judgment about the future of this country.",Appeal to Authority,Popular Opinion,CARTER,28 10 1980,9_1980,T583,82887 82954,"The American people now are facing, next Tuesday, a lonely decision"
1996,06Oct,2,"We ask the people that are viewing tonight, are you better off than you were four years ago.",Appeal to Authority,Popular Opinion,DOLE,6 10 1996,22_1996,T153,10894 10986,"We ask the people that are viewing tonight, are you better off than you were four years ago."
1996,06Oct,4,"Well, here's the problem with it: It sounds very good, but there's a reason that 500 economists, including seven Nobel prize winners and business periodicals like Business Week, and even Senator Dole's friends, Senator Warren Rudman, former Republican senator from New Hampshire, says it's not a practical program.",Appeal to Authority,Popular Opinion,CLINTON,6 10 1996,22_1996,T216,16862 16881,It sounds very good
1988,25Sep,10,"I think those are very very serious questions of judgment, which those of you who are watching us here tonight have a right to judge and review.",Appeal to Authority,Popular Opinion,DUKAKIS,25 9 1988,13_1988,T153,73941 74084,"I think those are very very serious questions of judgment, which those of you who are watching us here tonight have a right to judge and review"
2000,03Oct,8,I cast my lot with the people even when it means that you have to stand up to some powerful interests who are trying to turn the -- the policies and the laws to their advantage.,Appeal to Authority,Popular Opinion,GORE,3 10 2000,25_2000,T878,63195 63371,I cast my lot with the people even when it means that you have to stand up to some powerful interests who are trying to turn the -- the policies and the laws to their advantage
1980,28Oct,3,"I wish he could have been with me when I sat with a group of teenagers who were black, and who were telling me about their unemployment problems, and that it was the minimum wage that had done away with the jobs that they once could get.",Appeal to Authority,Popular Opinion,REAGAN,28 10 1980,9_1980,T210,31301 31537,"I wish he could have been with me when I sat with a group of teenagers who were black, and who were telling me about their unemployment problems, and that it was the minimum wage that had done away with the jobs that they once could get"
1980,28Oct,3,"This, to me, is a very important difference between him and me in this election, and I believe the American people will judge accordingly.",Appeal to Authority,Popular Opinion,CARTER,28 10 1980,9_1980,T217,32586 32665,"This, to me, is a very important difference between him and me in this election"
1992,15Oct,14,"It happened because I could work with people -- Republicans and Democrats. That's why we've had 24 retired generals and admirals, hundreds of business people, many of them Republican, support this campaign.",Appeal to Authority,Popular Opinion,CLINTON,15 10 1992,21_1992,T392,5968 5979,It happened
2000,05Oct,14,"It's not the government's money, it's your money. You're entitled to it, and we would like to see to it that we provide tax relief for everybody who pays taxes.",Appeal to Authority,Popular Opinion,CHENEY,5 10 2000,26_2000,T252,79955 79986,It's not the government's money
1976,06Oct,3,"If we can just tap the intelligence and ability, the sound common sense and the good judgment of the American people, we can once again have a foreign policy to make us proud instead of ashamed.",Appeal to Authority,Popular Opinion,CARTER,6 10 1976,6_1976,T315,13993 14186,"If we can just tap the intelligence and ability, the sound common sense and the good judgment of the American people, we can once again have a foreign policy to make us proud instead of ashamed"
1992,15Oct,5,And I need the help of everybody across this country to get it passed in a substantial way by the Congress.,Appeal to Authority,Popular Opinion,BUSH,15 10 1992,21_1992,T631,1728 1830,I need the help of everybody across this country to get it passed in a substantial way by the Congress
1992,15Oct,5,"Mr. Perot wants to do the same thing. I agree with him. I mean, we agree with that.",Appeal to Authority,Popular Opinion,CLINTON,15 10 1992,21_1992,T580,3513 3549,Mr. Perot wants to do the same thing
1960,26Sep,5,I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide.,Appeal to Authority,Popular Opinion,NIXON,26 9 1960,1_1960,T296,28724 28795,I think both he and I are going to abide by whatever the people decide.
2004,13Oct,5,"But I disagree with them, as do many.",Appeal to Authority,Popular Opinion,KERRY,13 10 2004,32_2004,T117,26471 26486,I disagree with
2000,11Oct,7,Let me just tell you who the jury is. The people of Texas.,Appeal to Authority,Popular Opinion,BUSH,11 10 2000,27_2000,T767,65810 65829,The people of Texas
1996,06Oct,5,"So I think the American people, including the Perot supporters, know that I have had a consistent record in favor of campaign finance reform, and I will continue to have.",Appeal to Authority,Popular Opinion,CLINTON,6 10 1996,22_1996,T297,25726 25863,"I think the American people, including the Perot supporters, know that I have had a consistent record in favor of campaign finance reform"
1996,06Oct,5,"They know the Republican Party hasn't done it. They know the Democratic party won't do it. We ought to agree that somebody else should do it. And we have to vote it up or down, Mr. President.",Appeal to Authority,Popular Opinion,DOLE,6 10 1996,22_1996,T310,26402 26447,They know the Republican Party hasn't done it
1992,15Oct,6,"Right from the bottom up, the American people have got to say they want it.",Appeal to Authority,Popular Opinion,PEROT,15 10 1992,21_1992,T701,6030 6104,"Right from the bottom up, the American people have got to say they want it"
2004,13Oct,11,"But I think it makes sense, I think most Americans in their guts know, that we ought to pass a sort of truth standard.",Appeal to Authority,Popular Opinion,KERRY,13 10 2004,32_2004,T174,64394 64483,"I think most Americans in their guts know, that we ought to pass a sort of truth standard"
2004,30Sep,1,"I believe I'm going to win, because the American people know I know how to lead.",Appeal to Authority,Popular Opinion,BUSH,30 9 2004,29_2004,T34,5167 5194,"I believe I'm going to win,"
2004,30Sep,1,But people know where I stand.,Appeal to Authority,Popular Opinion,BUSH,30 9 2004,29_2004,T39,5429 5454,people know where I stand
2004,30Sep,1,People out there listening know what I believe.,Appeal to Authority,Popular Opinion,BUSH,30 9 2004,29_2004,T40,5456 5502,People out there listening know what I believe
1992,15Oct,3,And I'm interested in what we can trust him to do and what you can trust me to do and what you can trust Mr. Perot to do for the next 4 years. So I think you're right and I hope the rest of the night belongs to you.,Appeal to Authority,Popular Opinion,CLINTON,15 10 1992,21_1992,T512,6017 6037,I think you're right
2016,19Oct,1,"I feel strongly that the Supreme Court needs to stand on the side of the American people, not on the side of the powerful corporations and the wealthy.",Appeal to Authority,Popular Opinion,CLINTON,19 10 2016,43_2016,,,
2016,19Oct,1,"And I feel strongly that the Supreme Court needs to stand on the side of the American people, not on the side of the powerful corporations and the wealthy.",Appeal to Authority,Popular Opinion,CLINTON,19 10 2016,43_2016,,,
1988,25Sep,2,"Well, I hope all of those Americans out there who are watching us, listening to us and trying to make up their mind about which one of us ought to be president of the United States listen to the Vice President very carefully.",Appeal to Authority,Popular Opinion,DUKAKIS,25 9 1988,13_1988,T376,16672 16890,"I hope all of those Americans out there who are watching us, listening to us and trying to make up their mind about which one of us ought to be president of the United States listen to the Vice President very carefully"
1988,25Sep,3,Because has won the support of a great many people all over the state and I think it's a model for what I hope we can do across the country.,Appeal to Authority,Popular Opinion,DUKAKIS,25 9 1988,13_1988,T437,22192 22253,has won the support of a great many people all over the state
1988,25Sep,5,"I've talked to bankers and builders and developers, the housing advocates, community development agencies, and they want leadership from Washington.",Appeal to Authority,Popular Opinion,DUKAKIS,25 9 1988,13_1988,T616,36357 36462,"I've talked to bankers and builders and developers, the housing advocates, community development agencies"
1960,26Sep,9,You must always remember that a president can't stop anything unless he has the people behind him.,Appeal to Authority,Popular Opinion,NIXON,26 9 1960,1_1960,T452,46274 46372,You must always remember that a president can't stop anything unless he has the people behind him.
1960,26Sep,9,"And the reason President Eisenhower's vetoes have been sustained - the reason the Congress does not send up bills to him which they think will be vetoed - is because the people and the Congress, the majority of them, know the country is behind the President.",Appeal to Authority,Popular Opinion,NIXON,26 9 1960,1_1960,T453,46377 46631,"the reason President Eisenhower's vetoes have been sustained - the reason the Congress does not send up bills to him which they think will be vetoed - is because the people and the Congress, the majority of them, know the country is behind the President."
2000,05Oct,10,"If you look back over the last eight years, the most significant accomplishments of this administration in which Al Gore was centrally involved were the result, most of them, of bipartisan agreements.",Appeal to Authority,Popular Opinion,LIEBERMAN,5 10 2000,26_2000,T89,59611 59766,"the most significant accomplishments of this administration in which Al Gore was centrally involved were the result, most of them, of bipartisan agreements"
1960,07Oct,8,That's the argument between Mr. Nixon and myself and on that issue the American people have to make their judgment and I think it's a important judgment.,Appeal to Authority,Popular Opinion,KENNEDY,7 10 1960,2_1960,T452,36402 36516,That's the argument between Mr. Nixon and myself and on that issue the American people have to make their judgment
1988,25Sep,4,And I think I'm more in touch with the mainstream of America. They raised the same thing with me on the Pledge of Allegiance.,Appeal to Authority,Popular Opinion,BUSH,25 9 1988,13_1988,T502,28922 28978,I think I'm more in touch with the mainstream of America
2004,05Oct,1,"They saw a man who was strong, who had conviction, who is resolute, who made it very clear that he will do everything that has to be done to find terrorists, to keep the American people safe.",Appeal to Authority,Popular Opinion,EDWARDS,5 10 2004,30_2004,T177,20981 21010,They saw a man who was strong
1996,06Oct,7,"And everybody knows, including the Wall Street Journal, hardly a friend of the Democratic party of this administration, that the '82 tax increase he sponsored in inflation-adjusted dollars was the biggest tax increase in American history.",Appeal to Authority,Popular Opinion,CLINTON,6 10 1996,22_1996,T563,45296 45529,"everybody knows, including the Wall Street Journal, hardly a friend of the Democratic party of this administration, that the '82 tax increase he sponsored in inflation-adjusted dollars was the biggest tax increase in American history"
1996,09Oct,6,"Well, first of all, there are virtually no large differences in the defense budgets put forward by President Clinton and put forward by the majority in the Congress in the last two years.",Appeal to Authority,Popular Opinion,GORE,9 10 1996,23_1996,T407,45834 46014,"first of all, there are virtually no large differences in the defense budgets put forward by President Clinton and put forward by the majority in the Congress in the last two years"
1976,22Oct,14,I've never depended on powerful political figures to put me in office. I have a direct relationship with hundreds of people around - hundreds of thousands around the country who actively campaign for me.,Appeal to Authority,Popular Opinion,CARTER,22 10 1976,7_1976,T215,65806 65875,I've never depended on powerful political figures to put me in office
2000,17Oct,5,Now you judge for yourselves whether or not that's fair.,Appeal to Authority,Popular Opinion,GORE,17 10 2000,28_2000,T672,34784 34839,Now you judge for yourselves whether or not that's fair
1996,09Oct,2,"With all due respect, I do not believe that Abraham Lincoln would have adopted Bob Dole's position to end all affirmative action.",Appeal to Authority,False Authority,GORE,9 10 1996,23_1996,T139,13400 13506,I do not believe that Abraham Lincoln would have adopted Bob Dole's position to end all affirmative action
2008,26Sep,6,"And I -- and I honestly don't believe that Senator Obama has the knowledge or experience and has made the wrong judgments in a number of areas, including his initial reaction to Russian invasion -- aggression in Georgia",Appeal to Authority,False Authority,MCCAIN,26 9 2008,33_2008,T928,88221 88350,I honestly don't believe that Senator Obama has the knowledge or experience and has made the wrong judgments in a number of areas
2000,11Oct,4,"My friend, Phyllis Hunter, is here. She had one of the greatest lines of all lines. She said, reading is the new civil right. She's right.",Appeal to Authority,False Authority,BUSH,11 10 2000,27_2000,T513,42274 42308,"My friend, Phyllis Hunter, is here"
2016,09Oct,1,"But if I win, I am going to instruct my attorney general to get a special prosecutor to look into your situation, because there has never been so many lies, so much deception.",Appeal to Authority,False Authority,TRUMP,9 10 2016,42_2016,T141,17266 17439,"ut if I win, I am going to instruct my attorney general to get a special prosecutor to look into your situation, because there has never been so many lies, so much deception"
2004,13Oct,1,"But I pledge this to you, America: I will do it in the way that Franklin Roosevelt and Ronald Reagan and John Kennedy and others did, where we build the strongest alliances, where the world joins together, where we have the best intelligence and where we are able, ultimately, to be more safe and secure.",Appeal to Authority,False Authority,KERRY,13 10 2004,32_2004,T11,3464 3561,I will do it in the way that Franklin Roosevelt and Ronald Reagan and John Kennedy and others did
2000,11Oct,2,"I know the governor's not necessarily saying that but, you know, all of these flights that have come in, all of them have been in accordance with the sanctions regime, I'm told, except for three where they notified, and they're trying to break out of the box, there's no question about it.",Appeal to Authority,False Authority,GORE,11 10 2000,27_2000,T196,15005 15154,"all of these flights that have come in, all of them have been in accordance with the sanctions regime, I'm told, except for three where they notified"
2000,11Oct,6,Tipper and I have worked on the problem of violence in entertainment aimed at children. She's worked on it longer than I have.,Appeal to Authority,False Authority,GORE,11 10 2000,27_2000,T672,56725 56811,Tipper and I have worked on the problem of violence in entertainment aimed at children
2016,26Sep,1,I don't think General Douglas MacArthur would like that too much.,Appeal to Authority,False Authority,CLINTON,26 9 2016,41_2016,T225,22666 22730,I don’t think General Douglas MacArthur would like that too much
2016,26Sep,1,I don't think General Douglas MacArthur would like that too much.,Appeal to Authority,False Authority,TRUMP,26 9 2016,41_2016,T225,22666 22730,I don’t think General Douglas MacArthur would like that too much
2008,26Sep,3,It's a strategy that will succeed. And Pakistan is a very important element in this. And I know how to work with them. And I guarantee you I would not publicly state that I'm going to attack them.,Appeal to Authority,False Authority,MCCAIN,26 9 2008,33_2008,T487,51539 51611,I guarantee you I would not publicly state that I'm going to attack them
2008,26Sep,3,"Now, on this issue of aiding Pakistan, if you're going to aim a gun at somebody, George Shultz, our great secretary of state, told me once, you'd better be prepared to pull the trigger.",Appeal to Authority,False Authority,MCCAIN,26 9 2008,33_2008,T329,22750 22752,No
1960,21Oct,1,"And that is why, in this field, I have made recommendations which I am confident will move the American economy ahead - move it firmly and soundly so that there will never be a time when the Soviet Union will be able to challenge our superiority in this field.",Appeal to Authority,False Authority,NIXON,21 10 1960,4_1960,T47,6595 6850,"that is why, in this field, I have made recommendations which I am confident will move the American economy ahead - move it firmly and soundly so that there will never be a time when the Soviet Union will be able to challenge our superiority in this field"
1960,21Oct,1,"And so I say that we believe that our policies of military strength, of economic strength, of diplomatic firmness first will keep the peace and keep it without surrender.",Appeal to Authority,False Authority,NIXON,21 10 1960,4_1960,T63,7889 8054,"so I say that we believe that our policies of military strength, of economic strength, of diplomatic firmness first will keep the peace and keep it without surrender"
1960,21Oct,1,"Is, as Mr. Nixon says, our prestige at an all-time high, as he said a week ago, and that of the Communists at an all-time low? I don't believe it is. I don't believe that our relative strength is increasing.",Appeal to Authority,False Authority,KENNEDY,21 10 1960,4_1960,T74,9792 9813,I don't believe it is
2008,15Oct,4,"In fact, what, Joe, if you want to do the right thing with your employees and you want to provide them health insurance, we'll give you a 50 percent credit so that you will actually be able to afford it.",Appeal to Authority,False Authority,OBAMA,15 10 2008,36_2008,T547,59320 59419,if you want to do the right thing with your employees and you want to provide them health insurance
2008,15Oct,4,"That, I think, is a mistake and I think that this is a fundamental difference in our campaign and how we would approach health care.",Appeal to Authority,False Authority,OBAMA,15 10 2008,36_2008,T563,60973 61000,"That, I think, is a mistake"
2008,26Sep,1,"And over time, that, I think, is going to be a better recipe for economic growth than the -- the policies of President Bush that John McCain wants to -- wants to follow.",Appeal to Authority,False Authority,OBAMA,26 9 2008,33_2008,T115,14876 15040,"over time, that, I think, is going to be a better recipe for economic growth than the -- the policies of President Bush that John McCain wants to -- wants to follow"
1960,26Sep,7,"But if the money will go to the states and the states can then determine whether it shall go for school construction or for teachers' salaries, in my opinion you protect the local authority over the school board and the school committee.",Appeal to Authority,False Authority,KENNEDY,26 9 1960,1_1960,T393,39526 39619,in my opinion you protect the local authority over the school board and the school committee.
1980,28Oct,3,"But I believe that all of us together, and I believe the Presidency is what Teddy Roosevelt said it was. It's a bully pulpit.",Appeal to Authority,False Authority,REAGAN,28 10 1980,9_1980,T186,26303 26363,I believe the Presidency is what Teddy Roosevelt said it was
1984,21Oct,3,"Groucho Marx said, ""Who do you believe? -- me, or your own eyes?''",Appeal to Authority,False Authority,MONDALE,21 10 1984,12_1984,T276,28018 28084,"Groucho Marx said, ""Who do you believe? -- me, or your own eyes?''"
2004,13Oct,4,"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.",Appeal to Authority,False Authority,KERRY,13 10 2004,32_2004,T541,21831 21883,I broke with my party in order to balance the budget
2004,13Oct,5,"And I think if you were to talk to Dick Cheney's daughter, who is a lesbian, she would tell you that she's being who she was, she's being who she was born as.",Appeal to Authority,False Authority,KERRY,13 10 2004,32_2004,T589,24673 24818,"if you were to talk to Dick Cheney's daughter, who is a lesbian, she would tell you that she's being who she was, she's being who she was born as"
2004,13Oct,5,"But I know this, that President Kennedy in his inaugural address told all of us that here on Earth, God's work must truly be our own.",Appeal to Authority,False Authority,KERRY,13 10 2004,32_2004,T627,28056 28166,"President Kennedy in his inaugural address told all of us that here on Earth, God's work must truly be our own"
2012,16Oct,1,"And Governor Romney's says he's got a five-point plan? Governor Romney doesn't have a five-point plan. He has a one-point plan. And that plan is to make sure that folks at the top play by a different set of rules. That's been his philosophy in the private sector, that's been his philosophy as governor, that's been his philosophy as a presidential candidate.",Appeal to Authority,False Authority,OBAMA,16 10 2012,39_2012,T89,9197 9243,Governor Romney doesn't have a five-point plan
2004,08Oct,9,"He's just not credible when he talks about being fiscally conservative. He's just not credible. If you look at his record in the Senate, he voted to break the caps -- the spending caps -- over 200 times. And here he says he's going to be a fiscal conservative, all of a sudden. It's just not credible. You cannot believe it.  And of course he's going to raise your taxes.",Appeal to Authority,False Authority,BUSH,8 10 2004,31_2004,T1059,53310 53380,He's just not credible when he talks about being fiscally conservative
1976,22Oct,5,"I have indicated to General Brown that uh - the words that he used in that interview, in that particular case and in several others, were very ill advised.",Appeal to Authority,False Authority,FORD,22 10 1976,7_1976,T432,20862 21016,"I have indicated to General Brown that uh - the words that he used in that interview, in that particular case and in several others, were very ill advised"
2008,15Oct,5,Senator Obama voted against Justice Breyer and Justice Roberts on the grounds that they didn't meet his ideological standards. That's not the way we should judge these nominees.,Appeal to Authority,False Authority,MCCAIN,15 10 2008,36_2008,T614,65628 65677,That's not the way we should judge these nominees
1992,13Oct,3,"Our people will be glad to furnish the press, if they're interested, in Senator Gore's voting record on the Caribbean Basin Initiative.",Appeal to Authority,False Authority,QUAYLE,13 10 1992,18_1992,T249,20151 20286,"Our people will be glad to furnish the press, if they're interested, in Senator Gore's voting record on the Caribbean Basin Initiative."
2000,11Oct,3,"My wife Tipper, who is here, actually went on a military plane with General Sholicatchvieli on one of those flights.",Appeal to Authority,False Authority,GORE,11 10 2000,27_2000,T287,23038 23153,"My wife Tipper, who is here, actually went on a military plane with General Sholicatchvieli on one of those flights"
1980,28Oct,5,"I had a discussion with my daughter, Amy, the other day, before I came here, to ask her what the most important issue was. She said she thought nuclear weaponry - and the control of nuclear arms. This is a formidable force.",Appeal to Authority,False Authority,CARTER,28 10 1980,9_1980,T325,52074 52100,This is a formidable force
1988,25Sep,2,"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut.",Appeal to Authority,False Authority,BUSH,25 9 1988,13_1988,T341,13493 13608,"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut"
2016,09Oct,6,"And we have—look, I have 200 generals and admirals who endorsed me. I have 21 Congressional Medal of Honor recipients who endorsed me. We talk about it all the time.",Appeal to Authority,False Authority,TRUMP,9 10 2016,42_2016,T551,65709 65738,We talk about it all the time
2012,16Oct,4,"Katherine, I just want to point out that when Governor Romney's campaign was asked about the Lilly Ledbetter bill, whether he supported it? He said, ""I'll get back to you."" And that's not the kind of advocacy that women need in any economy.",Appeal to Authority,False Authority,OBAMA,16 10 2012,39_2012,T564,42620 42682,that's not the kind of advocacy that women need in any economy
1996,06Oct,3,"In fact, I used to go home, my mother would tell me, Bob, all I've got is my Social Security and my Medicare, don't cut it. I wouldn't violate anything my mother said. In fact, we had a conversation about our mothers one day, a very poignant conversation in the White House. I'm concerned about healthcare.",Appeal to Authority,False Authority,DOLE,6 10 1996,22_1996,T168,13548 13661,"I used to go home, my mother would tell me, Bob, all I've got is my Social Security and my Medicare, don't cut it"
1992,15Oct,13,"And you know, according to my mother and my wife and my daughter, this world would be a lot better place if women were running it most of the time.",Appeal to Authority,False Authority,CLINTON,15 10 1992,21_1992,T341,1296 1428,"according to my mother and my wife and my daughter, this world would be a lot better place if women were running it most of the time"
1984,21Oct,4,"I want to quote somebody a little closer to home, Harry Truman. He said, ""The buck stops here.''",Appeal to Authority,False Authority,MONDALE,21 10 1984,12_1984,,,
1976,22Oct,14,"I think uh - the uh - increase and the uh - prospects as far as I'm concerned and the I - less favorable prospects for Governor Carter, reflect that Governor Carter uh - is inconsistent in many of the positions that he takes. He tends to distort on a number of occasions.",Appeal to Authority,False Authority,FORD,22 10 1976,7_1976,T227,67099 67323,"I think uh - the uh - increase and the uh - prospects as far as I'm concerned and the I - less favorable prospects for Governor Carter, reflect that Governor Carter uh - is inconsistent in many of the positions that he takes"
2000,05Oct,5,"Secretary Bill Cohen, a good republican, and Gen. Shelton the chairman of the Joint Chiefs of Staff, will both tell you the American military is ready to meet any threat we may face in the world today.",Appeal to Authority,False Authority,LIEBERMAN,5 10 2000,26_2000,T503,30103 30303,"Secretary Bill Cohen, a good republican, and Gen. Shelton the chairman of the Joint Chiefs of Staff, will both tell you the American military is ready to meet any threat we may face in the world today"
2000,17Oct,5,"That was in an ad, Jim, that was knocked down by the journalists who analyzed the ad and said it was misleading.",Appeal to Authority,False Authority,GORE,17 10 2000,28_2000,T692,31401 31513,"That was in an ad, Jim, that was knocked down by the journalists who analyzed the ad and said it was misleading."
2020,29Sep,2,"people that would not be necessarily on my side said that, “President Trump did a phenomenal job.”",Appeal to Authority,Popular Opinion,TRUMP,29 9 2020,46_2020,,,
2020,29Sep,4,"you folks at home, you folks living in Scranton and Claymont and all the small towns and working class towns in America, how well are you doing",Appeal to Authority,Popular Opinion,BIDEN,29 9 2020,46_2020,T121,24236 24253,you folks at home
2020,29Sep,4,people of Ohio are very proud of me.,Appeal to Authority,Popular Opinion,TRUMP,29 9 2020,46_2020,,,
2020,7Oct,1,the American people have witnessed what is the greatest failure of any presidential administration in the history of our country.,Appeal to Authority,Popular Opinion,HARRIS,7 10 2020,44_2020,,,
2020,7Oct,1,"I think the American people know that this is a president who has put the health of America first and the American people, I believe with my heart, can be proud of the sacrifices they have made.",Appeal to Authority,Popular Opinion,PENCE,7 10 2020,44_2020,,,
2020,7Oct,1,"when you say what the American people have done over these last eight months hasn’t worked, that’s a great disservice to the sacrifices the American people have made.",Appeal to Authority,Popular Opinion,,7 10 2020,44_2020,T11,9187 9277,when you say what the American people have done over these last eight months hasn't worked
2020,7Oct,1,’m going to speak up on behalf of what the American people have done.,Appeal to Authority,Popular Opinion,,7 10 2020,44_2020,,,
2020,7Oct,1,The American people who have had to sacrifice far too much because of the incompetence of this administration.,Appeal to Authority,Popular Opinion,HARRIS,7 10 2020,44_2020,,,
2020,7Oct,6,But I think the American people know the answer.,Appeal to Authority,Popular Opinion,PENCE,7 10 2020,44_2020,,,
1988,25Sep,9,"But I don't know of any reputable scientist who believed that this system, at least as originally conceived could possibly work, this notion of some kind of astrodome over ourselves that could protect us from enemy attack.",Appeal to Authority,Without Evidence,DUKAKIS,25 9 1988,13_1988,T940,63978 64195,"I don't know of any reputable scientist who believed that this system, at least as originally conceived could possibly work, this notion of some kind of astrodome over ourselves that could protect us from enemy attack"
1988,25Sep,9,"An Air Force General not too long ago in Europe who said that pretty soon we'd have airplanes without engines, tank commanders who can't drive their tanks more than three-quarters of a mile, because they don't have enough fuel. Coast Guard cutters tied up at the dock this summer, not patrolling.",Appeal to Authority,Without Evidence,DUKAKIS,25 9 1988,13_1988,T948,64996 65063,"Coast Guard cutters tied up at the dock this summer, not patrolling"
1988,25Sep,9,Every single one of the Joint Chiefs will testify to the fact that readiness is in an historic high.,Appeal to Authority,Without Evidence,BUSH,25 9 1988,13_1988,T965,66526 66625,Every single one of the Joint Chiefs will testify to the fact that readiness is in an historic high
2004,08Oct,11,He's talking about his plan to keep jobs here. You know he calls it an outsourcing to keep -- stop outsourcing.,Appeal to Authority,Without Evidence,BUSH,8 10 2004,31_2004,T150,64331 64376,He's talking about his plan to keep jobs here
1984,07Oct,7,"Everybody -- every economist, every businessman -- believes that. Your own Council of Economic Advisers -- Mr. Feldstein in his report told you that. Every chairman of the Finance and Ways and Means Committee, Republican leaders in the Senate and the House are telling you that. That deficit is ruining the long-term hopes for this economy.",Appeal to Authority,Without Evidence,MONDALE,7 10 1984,10_1984,T536,70783 70838,deficit is ruining the long-term hopes for this economy
1980,28Oct,1,"Mr. Stone, I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it, and believe that over a five year projection, this plan can permit the extra spending for needed refurbishing of our defensive posture, that it can provide for a balanced budget by 1983 if not earlier, and that we can afford - along with the cuts that I have proposed in Government. spending",Appeal to Authority,Without Evidence,REAGAN,28 10 1980,9_1980,T24,4837 4977,"I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it"
2016,09Oct,8,"so.I ask Hillary, why doesn’t—she made $250 million by being in office. She used the power of her office to make a lot of money. Why isn’t she funding, not for $100 million, but why don’t you put $10 million or $20 million or $25 million or $30 million into your own campaign?",Appeal to Authority,Without Evidence,TRUMP,9 10 2016,42_2016,T260,54866 54869,Why
2000,11Oct,4,"I talked to an African-American police officer in Springfield, Massachusetts not long ago who raised this question and said that in his opinion one of the biggest solutions is in the training.",Appeal to Authority,Without Evidence,GORE,11 10 2000,27_2000,T482,39820 40011,"I talked to an African-American police officer in Springfield, Massachusetts not long ago who raised this question and said that in his opinion one of the biggest solutions is in the training"
2004,08Oct,16,"There is no bigger judgment for a president of the United states than how you take a nation to war. And you can't say, because Saddam might have done it 10 years from now, that's a reason; that's an excuse.",Appeal to Authority,Without Evidence,KERRY,8 10 2004,31_2004,T384,85472 85570,There is no bigger judgment for a president of the United states than how you take a nation to war
2004,13Oct,14,John McCain is for me for president because he understands I have the right view in winning the war on terror and that my plan will succeed in Iraq.,Appeal to Authority,Without Evidence,BUSH,13 10 2004,32_2004,T299,78781 78816,John McCain is for me for president
