file,T_id,role
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T117_argument.csv,T117,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T348_argument.csv,T348,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T238_argument.csv,T238,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T381_argument.csv,T381,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T209_argument.csv,T209,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T126_argument.csv,T126,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T256_argument.csv,T256,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T61_argument.csv,T61,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T74_argument.csv,T74,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T420_argument.csv,T420,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T420_argument.csv,T417,Premise
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T356_argument.csv,T356,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T4_argument.csv,T4,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T370_argument.csv,T370,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T325_argument.csv,T325,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T25_argument.csv,T25,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T353_argument.csv,T353,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T62_argument.csv,T62,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T437_argument.csv,T437,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T184_argument.csv,T184,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T412_argument.csv,T412,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T447_argument.csv,T447,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T246_argument.csv,T246,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T364_argument.csv,T364,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T452_argument.csv,T452,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T237_argument.csv,T237,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T265_argument.csv,T267,Premise
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T270_argument.csv,T271,Premise
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T147_argument.csv,T147,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T140_argument.csv,T141,Premise
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T107_argument.csv,T107,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T290_argument.csv,T289,Premise
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T58_argument.csv,T58,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T18_argument.csv,T19,Premise
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T369_argument.csv,T369,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T153_argument.csv,T153,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T146_argument.csv,T146,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T283_argument.csv,T283,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T137_argument.csv,T135,Premise
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/43_2016/T385_argument.csv,T385,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/4_1960/T451_argument.csv,T451,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/4_1960/T432_argument.csv,T432,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/4_1960/T463_argument.csv,T470,Premise
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/4_1960/T463_argument.csv,T471,Premise
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/5_1976/T133_argument.csv,T133,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/6_1976/T381_argument.csv,T381,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/6_1976/T410_argument.csv,T410,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/6_1976/T444_argument.csv,T444,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/7_1976/T373_argument.csv,T373,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/7_1976/T556_argument.csv,T556,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/7_1976/T6_argument.csv,T6,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/8_1980/T18_argument.csv,T18,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/9_1980/T227_argument.csv,T227,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/9_1980/T252_argument.csv,T252,Claim
/Users/fbrunello/Desktop/ElecDeb60to20/data/annotations/arguments/9_1980/T5_argument.csv,T5,Claim
